region,iso3,country,year,forest_area_kha,variable_type
North and Central America,BRB,Barbados,2010,6.3,forest_area
Asia,BRN,Brunei Darussalam,2010,380.0,forest_area
Asia,BTN,Bhutan,2010,2705.29,forest_area
Africa,BWA,Botswana,2010,15727.9,forest_area
Africa,CAF,Central African Republic,2010,45735.07,forest_area
North and Central America,CAN,Canada,2010,365431.1,forest_area
Europe,CHE,Switzerland,2010,1234.72,forest_area
South America,CHL,Chile,2010,18038.22,forest_area
Asia,CHN,China,2010,200610.38,forest_area
Africa,CIV,Côte d'Ivoire,2010,4997.81,forest_area
Africa,CMR,Cameroon,2010,20900.48,forest_area
Africa,COD,Democratic Republic of the Congo,2010,147040.44,forest_area
Africa,COG,Congo,2010,22015.0,forest_area
Oceania,COK,Cook Islands,2010,15.59,forest_area
South America,COL,Colombia,2010,61431.74,forest_area
Africa,COM,Comoros,2010,37.3,forest_area
Africa,CPV,Cabo Verde,2010,42.3,forest_area
North and Central America,CRI,Costa Rica,2010,2880.75,forest_area
North and Central America,CUB,Cuba,2010,3209.35,forest_area
North and Central America,CUW,Curaçao,2010,0.07,forest_area
North and Central America,CYM,Cayman Islands,2010,12.72,forest_area
Asia,CYP,Cyprus,2010,172.84,forest_area
Europe,CZE,Czechia,2010,2880.01,forest_area
Europe,DEU,Germany,2010,11409.0,forest_area
Africa,DJI,Djibouti,2010,5.6,forest_area
North and Central America,DMA,Dominica,2010,58.36,forest_area
Europe,DNK,Denmark,2010,586.34,forest_area
North and Central America,DOM,Dominican Republic,2010,2186.28,forest_area
Africa,DZA,Algeria,2010,1701.47,forest_area
South America,ECU,Ecuador,2010,13028.37,forest_area
Africa,EGY,Egypt,2010,4.08,forest_area
Africa,ERI,Eritrea,2010,1531.72,forest_area
Africa,ESH,Western Sahara,2010,537.23,forest_area
Europe,ESP,Spain,2010,18566.19,forest_area
Europe,EST,Estonia,2010,2336.02,forest_area
Africa,ETH,Ethiopia,2010,27081.4,forest_area
Europe,FIN,Finland,2010,22242.0,forest_area
Oceania,FJI,Fiji,2010,1067.11,forest_area
South America,FLK,Falkland Islands (Malvinas),2010,0.0,forest_area
Europe,FRA,France,2010,16419.0,forest_area
Europe,FRO,Faroe Islands,2010,0.08,forest_area
Oceania,FSM,Micronesia (Federated States of),2010,64.13,forest_area
Africa,GAB,Gabon,2010,23683.26,forest_area
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,3059.0,forest_area
Asia,GEO,Georgia,2010,3100.5,forest_area
Europe,GGY,Guernsey,2010,0.37,forest_area
Africa,GHA,Ghana,2010,6520.56,forest_area
Europe,GIB,Gibraltar,2010,0.0,forest_area
Africa,GIN,Guinea,2010,5862.27,forest_area
North and Central America,GLP,Guadeloupe,2010,71.55,forest_area
Africa,GMB,Gambia,2010,300.0,forest_area
Africa,GNB,Guinea-Bissau,2010,2163.16,forest_area
Africa,GNQ,Equatorial Guinea,2010,2532.58,forest_area
Europe,GRC,Greece,2010,3720.8,forest_area
North and Central America,GRD,Grenada,2010,17.7,forest_area
North and Central America,GRL,Greenland,2010,0.22,forest_area
North and Central America,GTM,Guatemala,2010,3755.85,forest_area
South America,GUF,French Guiana,2010,8036.5,forest_area
Oceania,GUM,Guam,2010,24.0,forest_area
South America,GUY,Guyana,2010,18519.81,forest_area
North and Central America,HND,Honduras,2010,6744.69,forest_area
Europe,HRV,Croatia,2010,1920.0,forest_area
North and Central America,HTI,Haiti,2010,380.2,forest_area
Europe,HUN,Hungary,2010,2046.39,forest_area
Asia,IDN,Indonesia,2010,96305.2,forest_area
Europe,IMN,Isle of Man,2010,3.63,forest_area
Asia,IND,India,2010,69496.0,forest_area
Europe,IRL,Ireland,2010,720.38,forest_area
Asia,IRN,Iran (Islamic Republic of),2010,10751.0,forest_area
Asia,IRQ,Iraq,2010,804.3,forest_area
Europe,ISL,Iceland,2010,48.74,forest_area
Asia,ISR,Israel,2010,154.0,forest_area
Europe,ITA,Italy,2010,9028.04,forest_area
North and Central America,JAM,Jamaica,2010,558.45,forest_area
Europe,JEY,Jersey,2010,0.6,forest_area
Asia,JOR,Jordan,2010,70.7,forest_area
Asia,JPN,Japan,2010,24966.0,forest_area
Asia,KAZ,Kazakhstan,2010,3082.18,forest_area
Africa,KEN,Kenya,2010,3878.47,forest_area
Asia,KGZ,Kyrgyzstan,2010,1226.84,forest_area
Asia,KHM,Cambodia,2010,10589.23,forest_area
Oceania,KIR,Kiribati,2010,1.07,forest_area
North and Central America,KNA,Saint Kitts and Nevis,2010,11.0,forest_area
Asia,KOR,Republic of Korea,2010,6387.0,forest_area
Asia,KWT,Kuwait,2010,5.39,forest_area
Asia,LAO,Lao People's Democratic Republic,2010,13660.59,forest_area
Asia,LBN,Lebanon,2010,139.87,forest_area
Africa,LBR,Liberia,2010,7619.78,forest_area
Africa,LBY,Libya,2010,210.34,forest_area
North and Central America,LCA,Saint Lucia,2010,31.06,forest_area
Europe,LIE,Liechtenstein,2010,5.55,forest_area
Asia,LKA,Sri Lanka,2010,2155.96,forest_area
Africa,LSO,Lesotho,2010,34.52,forest_area
Europe,LTU,Lithuania,2010,2170.0,forest_area
Europe,LUX,Luxembourg,2010,88.7,forest_area
Europe,LVA,Latvia,2010,3372.12,forest_area
North and Central America,MAF,Saint Martin (French Part),2010,1.24,forest_area
Africa,MAR,Morocco,2010,5695.7,forest_area
Europe,MCO,Monaco,2010,0.0,forest_area
Europe,MDA,Republic of Moldova,2010,374.5,forest_area
Africa,MDG,Madagascar,2010,11946.26,forest_area
Asia,MDV,Maldives,2010,3.72,forest_area
North and Central America,MEX,Mexico,2010,68155.65,forest_area
Oceania,MHL,Marshall Islands,2010,9.4,forest_area
Europe,MKD,North Macedonia,2010,960.43,forest_area
Africa,MLI,Mali,2010,11987.44,forest_area
Europe,MLT,Malta,2010,0.35,forest_area
Asia,MMR,Myanmar,2010,31441.0,forest_area
Europe,MNE,Montenegro,2010,827.0,forest_area
Asia,MNG,Mongolia,2010,14183.9,forest_area
Oceania,MNP,Northern Mariana Islands,2010,20.32,forest_area
Africa,MOZ,Mozambique,2010,36248.33,forest_area
Africa,MRT,Mauritania,2010,979.7,forest_area
North and Central America,MSR,Montserrat,2010,2.42,forest_area
North and Central America,MTQ,Martinique,2010,50.29,forest_area
Africa,MUS,Mauritius,2010,38.36,forest_area
Africa,MWI,Malawi,2010,2661.7,forest_area
Asia,MYS,Malaysia,2010,18947.65,forest_area
Africa,MYT,Mayotte,2010,10.41,forest_area
Africa,NAM,Namibia,2010,8052.63,forest_area
Oceania,NCL,New Caledonia,2010,839.02,forest_area
Africa,NER,Niger,2010,1203.9,forest_area
Oceania,NFK,Norfolk Island,2010,0.49,forest_area
Africa,NGA,Nigeria,2010,19033.2,forest_area
North and Central America,NIC,Nicaragua,2010,5112.5,forest_area
Oceania,NIU,Niue,2010,18.77,forest_area
Europe,NLD,Netherlands (Kingdom of the),2010,373.48,forest_area
Europe,NOR,Norway,2010,12149.29,forest_area
Asia,NPL,Nepal,2010,6082.93,forest_area
Oceania,NRU,Nauru,2010,0.0,forest_area
Oceania,NZL,New Zealand,2010,9848.12,forest_area
Asia,OMN,Oman,2010,1.6,forest_area
Asia,PAK,Pakistan,2010,3164.83,forest_area
North and Central America,PAN,Panama,2010,4676.63,forest_area
Oceania,PCN,Pitcairn,2010,3.69,forest_area
South America,PER,Peru,2010,71051.15,forest_area
Asia,PHL,Philippines,2010,6839.72,forest_area
Oceania,PLW,Palau,2010,40.56,forest_area
Oceania,PNG,Papua New Guinea,2010,34176.04,forest_area
Europe,POL,Poland,2010,9329.0,forest_area
North and Central America,PRI,Puerto Rico,2010,491.45,forest_area
Asia,PRK,Democratic People's Republic of Korea,2010,7557.61,forest_area
Europe,PRT,Portugal,2010,3251.88,forest_area
South America,PRY,Paraguay,2010,18139.75,forest_area
Asia,PSE,Palestine,2010,9.98,forest_area
Oceania,PYF,French Polynesia,2010,149.46,forest_area
Asia,QAT,Qatar,2010,1.4,forest_area
Africa,REU,Réunion,2010,73.99,forest_area
Europe,ROU,Romania,2010,6515.0,forest_area
Europe,RUS,Russian Federation,2010,821501.93,forest_area
Africa,RWA,Rwanda,2010,416.24,forest_area
Asia,SAU,Saudi Arabia,2010,2768.05,forest_area
Africa,SDN,Sudan,2010,24592.5,forest_area
Africa,SEN,Senegal,2010,8882.46,forest_area
Asia,SGP,Singapore,2010,17.74,forest_area
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2010,2.02,forest_area
Europe,SJM,Svalbard and Jan Mayen Islands,2010,0.0,forest_area
Oceania,SLB,Solomon Islands,2010,2524.96,forest_area
Africa,SLE,Sierra Leone,2010,2732.16,forest_area
North and Central America,SLV,El Salvador,2010,676.11,forest_area
Europe,SMR,San Marino,2010,1.0,forest_area
Africa,SOM,Somalia,2010,6748.5,forest_area
North and Central America,SPM,Saint Pierre and Miquelon,2010,1.45,forest_area
Europe,SRB,Serbia,2010,2879.99,forest_area
Africa,SSD,South Sudan,2010,7136.2,forest_area
Africa,STP,Sao Tome and Principe,2010,58.0,forest_area
South America,SUR,Suriname,2010,14862.02,forest_area
Europe,SVK,Slovakia,2010,1917.91,forest_area
Europe,SVN,Slovenia,2010,1247.0,forest_area
Europe,SWE,Sweden,2010,28073.0,forest_area
Africa,SWZ,Eswatini,2010,455.57,forest_area
North and Central America,SXM,Sint Maarten (Dutch part),2010,0.3,forest_area
Africa,SYC,Seychelles,2010,29.79,forest_area
Asia,SYR,Syrian Arab Republic,2010,511.98,forest_area
North and Central America,TCA,Turks and Caicos Islands,2010,10.52,forest_area
Africa,TCD,Chad,2010,5530.04,forest_area
Africa,TGO,Togo,2010,1238.87,forest_area
Asia,THA,Thailand,2010,20095.0,forest_area
Asia,TJK,Tajikistan,2010,410.0,forest_area
Oceania,TKL,Tokelau,2010,0.0,forest_area
Asia,TKM,Turkmenistan,2010,2330.0,forest_area
Asia,TLS,Timor-Leste,2010,1072.57,forest_area
Oceania,TON,Tonga,2010,8.73,forest_area
North and Central America,TTO,Trinidad and Tobago,2010,232.41,forest_area
Africa,TUN,Tunisia,2010,703.43,forest_area
Asia,TUR,Türkiye,2010,21083.08,forest_area
Oceania,TUV,Tuvalu,2010,1.03,forest_area
Africa,TZA,United Republic of Tanzania,2010,50105.0,forest_area
Africa,UGA,Uganda,2010,2899.37,forest_area
Europe,UKR,Ukraine,2010,9548.0,forest_area
South America,URY,Uruguay,2010,1695.93,forest_area
North and Central America,USA,United States of America,2010,308720.0,forest_area
Asia,UZB,Uzbekistan,2010,3349.6,forest_area
Europe,VAT,Holy See,2010,0.0,forest_area
North and Central America,VCT,Saint Vincent and the Grenadines,2010,28.55,forest_area
South America,VEN,Venezuela (Bolivarian Republic of),2010,48382.05,forest_area
North and Central America,VGB,British Virgin Islands,2010,9.98,forest_area
North and Central America,VIR,United States Virgin Islands,2010,18.43,forest_area
Asia,VNM,Viet Nam,2010,13388.06,forest_area
Oceania,VUT,Vanuatu,2010,943.2,forest_area
Oceania,WLF,Wallis and Futuna Islands,2010,9.48,forest_area
Oceania,WSM,Samoa,2010,166.96,forest_area
Asia,YEM,Yemen,2010,549.0,forest_area
Africa,ZAF,South Africa,2010,21567.92,forest_area
Africa,ZMB,Zambia,2010,46696.0,forest_area
Africa,ZWE,Zimbabwe,2010,14601.0,forest_area
North and Central America,ABW,Aruba,2015,0.49,forest_area
Asia,AFG,Afghanistan,2015,1209.44,forest_area
Africa,AGO,Angola,2015,68362.63,forest_area
North and Central America,AIA,Anguilla,2015,5.5,forest_area
Europe,ALB,Albania,2015,797.18,forest_area
Europe,AND,Andorra,2015,18.29,forest_area
Asia,ARE,United Arab Emirates,2015,321.22,forest_area
South America,ARG,Argentina,2015,48444.02,forest_area
Asia,ARM,Armenia,2015,334.2,forest_area
Oceania,ASM,American Samoa,2015,15.85,forest_area
North and Central America,ATG,Antigua and Barbuda,2015,8.45,forest_area
Oceania,AUS,Australia,2015,132507.52,forest_area
Europe,AUT,Austria,2015,3875.73,forest_area
Asia,AZE,Azerbaijan,2015,1077.89,forest_area
Africa,BDI,Burundi,2015,279.64,forest_area
Europe,BEL,Belgium,2015,689.3,forest_area
Africa,BEN,Benin,2015,3507.09,forest_area
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2015,4.21,forest_area
Africa,BFA,Burkina Faso,2015,4435.57,forest_area
Asia,BGD,Bangladesh,2015,1883.3,forest_area
Europe,BGR,Bulgaria,2015,3833.0,forest_area
Asia,BHR,Bahrain,2015,1.37,forest_area
North and Central America,BHS,Bahamas,2015,509.86,forest_area
Europe,BIH,Bosnia and Herzegovina,2015,2160.5,forest_area
North and Central America,BLM,Saint Barthélemy,2015,0.17,forest_area
Europe,BLR,Belarus,2015,8633.5,forest_area
North and Central America,BLZ,Belize,2015,1390.37,forest_area
North and Central America,BMU,Bermuda,2015,0.78,forest_area
South America,BOL,Bolivia (Plurinational State of),2015,56687.18,forest_area
South America,BRA,Brazil,2015,515508.93,forest_area
North and Central America,BRB,Barbados,2015,6.3,forest_area
Asia,BRN,Brunei Darussalam,2015,380.0,forest_area
Asia,BTN,Bhutan,2015,2715.18,forest_area
Africa,BWA,Botswana,2015,15727.9,forest_area
Africa,CAF,Central African Republic,2015,45560.11,forest_area
North and Central America,CAN,Canada,2015,367994.14,forest_area
Europe,CHE,Switzerland,2015,1248.7,forest_area
South America,CHL,Chile,2015,18217.09,forest_area
Asia,CHN,China,2015,210294.25,forest_area
Africa,CIV,Côte d'Ivoire,2015,4448.52,forest_area
Africa,CMR,Cameroon,2015,20620.48,forest_area
Africa,COD,Democratic Republic of the Congo,2015,142017.96,forest_area
Africa,COG,Congo,2015,21913.3,forest_area
Oceania,COK,Cook Islands,2015,15.59,forest_area
South America,COL,Colombia,2015,60963.76,forest_area
Africa,COM,Comoros,2015,34.56,forest_area
Africa,CPV,Cabo Verde,2015,44.86,forest_area
North and Central America,CRI,Costa Rica,2015,2954.46,forest_area
North and Central America,CUB,Cuba,2015,3519.0,forest_area
North and Central America,CUW,Curaçao,2015,0.07,forest_area
North and Central America,CYM,Cayman Islands,2015,12.72,forest_area
Asia,CYP,Cyprus,2015,172.71,forest_area
Europe,CZE,Czechia,2015,2892.91,forest_area
Europe,DEU,Germany,2015,11433.4,forest_area
Africa,DJI,Djibouti,2015,5.65,forest_area
North and Central America,DMA,Dominica,2015,57.8,forest_area
Europe,DNK,Denmark,2015,624.26,forest_area
North and Central America,DOM,Dominican Republic,2015,2214.83,forest_area
Africa,DZA,Algeria,2015,1698.1,forest_area
South America,ECU,Ecuador,2015,12819.2,forest_area
Africa,EGY,Egypt,2015,4.08,forest_area
Africa,ERI,Eritrea,2015,1501.82,forest_area
Africa,ESH,Western Sahara,2015,539.5,forest_area
Europe,ESP,Spain,2015,18575.35,forest_area
Europe,EST,Estonia,2015,2421.42,forest_area
Africa,ETH,Ethiopia,2015,26786.2,forest_area
Europe,FIN,Finland,2015,22409.0,forest_area
Oceania,FJI,Fiji,2015,1090.28,forest_area
South America,FLK,Falkland Islands (Malvinas),2015,0.0,forest_area
Europe,FRA,France,2015,16836.0,forest_area
Europe,FRO,Faroe Islands,2015,0.08,forest_area
Oceania,FSM,Micronesia (Federated States of),2015,64.27,forest_area
Africa,GAB,Gabon,2015,23622.63,forest_area
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2015,3155.0,forest_area
Asia,GEO,Georgia,2015,3100.5,forest_area
Europe,GGY,Guernsey,2015,0.42,forest_area
Africa,GHA,Ghana,2015,6699.16,forest_area
Europe,GIB,Gibraltar,2015,0.0,forest_area
Africa,GIN,Guinea,2015,5527.28,forest_area
North and Central America,GLP,Guadeloupe,2015,72.9,forest_area
Africa,GMB,Gambia,2015,271.07,forest_area
Africa,GNB,Guinea-Bissau,2015,2141.97,forest_area
Africa,GNQ,Equatorial Guinea,2015,2490.22,forest_area
Europe,GRC,Greece,2015,4098.0,forest_area
North and Central America,GRD,Grenada,2015,17.7,forest_area
North and Central America,GRL,Greenland,2015,0.22,forest_area
North and Central America,GTM,Guatemala,2015,3671.23,forest_area
South America,GUF,French Guiana,2015,8020.0,forest_area
Oceania,GUM,Guam,2015,28.27,forest_area
South America,GUY,Guyana,2015,18461.36,forest_area
North and Central America,HND,Honduras,2015,6527.0,forest_area
Europe,HRV,Croatia,2015,1922.0,forest_area
North and Central America,HTI,Haiti,2015,364.3,forest_area
Europe,HUN,Hungary,2015,2060.82,forest_area
Asia,IDN,Indonesia,2015,95027.9,forest_area
Europe,IMN,Isle of Man,2015,3.63,forest_area
Asia,IND,India,2015,70828.0,forest_area
Europe,IRL,Ireland,2015,754.67,forest_area
Asia,IRN,Iran (Islamic Republic of),2015,10751.0,forest_area
Asia,IRQ,Iraq,2015,758.61,forest_area
Europe,ISL,Iceland,2015,53.23,forest_area
Asia,ISR,Israel,2015,165.0,forest_area
Europe,ITA,Italy,2015,8907.0,forest_area
North and Central America,JAM,Jamaica,2015,577.45,forest_area
Europe,JEY,Jersey,2015,0.6,forest_area
Asia,JOR,Jordan,2015,70.7,forest_area
Asia,JPN,Japan,2015,24944.0,forest_area
Asia,KAZ,Kazakhstan,2015,3308.46,forest_area
Africa,KEN,Kenya,2015,3383.88,forest_area
Asia,KGZ,Kyrgyzstan,2015,1246.94,forest_area
Asia,KHM,Cambodia,2015,8846.82,forest_area
Oceania,KIR,Kiribati,2015,1.07,forest_area
North and Central America,KNA,Saint Kitts and Nevis,2015,11.0,forest_area
Asia,KOR,Republic of Korea,2015,6337.0,forest_area
Asia,KWT,Kuwait,2015,6.09,forest_area
Asia,LAO,Lao People's Democratic Republic,2015,13369.4,forest_area
Asia,LBN,Lebanon,2015,140.36,forest_area
Africa,LBR,Liberia,2015,7036.57,forest_area
Africa,LBY,Libya,2015,208.67,forest_area
North and Central America,LCA,Saint Lucia,2015,32.06,forest_area
Europe,LIE,Liechtenstein,2015,5.55,forest_area
Asia,LKA,Sri Lanka,2015,2098.25,forest_area
Africa,LSO,Lesotho,2015,34.52,forest_area
Europe,LTU,Lithuania,2015,2187.0,forest_area
Europe,LUX,Luxembourg,2015,88.7,forest_area
Europe,LVA,Latvia,2015,3398.62,forest_area
North and Central America,MAF,Saint Martin (French Part),2015,1.24,forest_area
Africa,MAR,Morocco,2015,5689.9,forest_area
Europe,MCO,Monaco,2015,0.0,forest_area
Europe,MDA,Republic of Moldova,2015,386.4,forest_area
Africa,MDG,Madagascar,2015,11145.6,forest_area
Asia,MDV,Maldives,2015,3.72,forest_area
North and Central America,MEX,Mexico,2015,67543.26,forest_area
Oceania,MHL,Marshall Islands,2015,9.4,forest_area
Europe,MKD,North Macedonia,2015,994.4,forest_area
Africa,MLI,Mali,2015,11484.71,forest_area
Europe,MLT,Malta,2015,0.35,forest_area
Asia,MMR,Myanmar,2015,29992.44,forest_area
Europe,MNE,Montenegro,2015,827.0,forest_area
Asia,MNG,Mongolia,2015,14178.33,forest_area
Oceania,MNP,Northern Mariana Islands,2015,24.36,forest_area
Africa,MOZ,Mozambique,2015,34913.19,forest_area
Africa,MRT,Mauritania,2015,992.84,forest_area
North and Central America,MSR,Montserrat,2015,2.42,forest_area
North and Central America,MTQ,Martinique,2015,51.29,forest_area
Africa,MUS,Mauritius,2015,38.3,forest_area
Africa,MWI,Malawi,2015,2451.7,forest_area
Asia,MYS,Malaysia,2015,19464.22,forest_area
Africa,MYT,Mayotte,2015,10.05,forest_area
Africa,NAM,Namibia,2015,8049.41,forest_area
Oceania,NCL,New Caledonia,2015,892.61,forest_area
Africa,NER,Niger,2015,1141.8,forest_area
Oceania,NFK,Norfolk Island,2015,0.49,forest_area
Africa,NGA,Nigeria,2015,18398.78,forest_area
North and Central America,NIC,Nicaragua,2015,5001.9,forest_area
Oceania,NIU,Niue,2015,18.82,forest_area
Europe,NLD,Netherlands (Kingdom of the),2015,364.83,forest_area
Europe,NOR,Norway,2015,12132.98,forest_area
Asia,NPL,Nepal,2015,6100.45,forest_area
Oceania,NRU,Nauru,2015,0.0,forest_area
Oceania,NZL,New Zealand,2015,9846.61,forest_area
Asia,OMN,Oman,2015,1.6,forest_area
Asia,PAK,Pakistan,2015,3036.05,forest_area
North and Central America,PAN,Panama,2015,4644.75,forest_area
Oceania,PCN,Pitcairn,2015,3.69,forest_area
South America,PER,Peru,2015,69554.46,forest_area
Asia,PHL,Philippines,2015,7014.15,forest_area
Oceania,PLW,Palau,2015,40.99,forest_area
Oceania,PNG,Papua New Guinea,2015,34153.01,forest_area
Europe,POL,Poland,2015,9420.0,forest_area
North and Central America,PRI,Puerto Rico,2015,488.18,forest_area
Asia,PRK,Democratic People's Republic of Korea,2015,7614.38,forest_area
Europe,PRT,Portugal,2015,3311.83,forest_area
South America,PRY,Paraguay,2015,16369.67,forest_area
Asia,PSE,Palestine,2015,10.57,forest_area
Oceania,PYF,French Polynesia,2015,149.46,forest_area
Asia,QAT,Qatar,2015,1.4,forest_area
Africa,REU,Réunion,2015,76.05,forest_area
Europe,ROU,Romania,2015,6900.96,forest_area
Europe,RUS,Russian Federation,2015,823206.17,forest_area
Africa,RWA,Rwanda,2015,489.03,forest_area
Asia,SAU,Saudi Arabia,2015,2768.05,forest_area
Africa,SDN,Sudan,2015,23721.8,forest_area
Africa,SEN,Senegal,2015,8804.74,forest_area
Asia,SGP,Singapore,2015,16.47,forest_area
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2015,2.02,forest_area
Europe,SJM,Svalbard and Jan Mayen Islands,2015,0.0,forest_area
Oceania,SLB,Solomon Islands,2015,2521.27,forest_area
Africa,SLE,Sierra Leone,2015,2633.53,forest_area
