region,iso3,country,year,forest_area_kha,variable_type
North and Central America,JAM,Jamaica,2015,569.12,nat_regen_forest
Europe,JEY,Jersey,2015,,nat_regen_forest
Asia,JOR,Jordan,2015,40.86,nat_regen_forest
Asia,JPN,Japan,2015,14726.0,nat_regen_forest
Asia,KAZ,Kazakhstan,2015,2887.62,nat_regen_forest
Africa,KEN,Kenya,2015,3231.18,nat_regen_forest
Asia,KGZ,Kyrgyzstan,2015,1050.08,nat_regen_forest
Asia,KHM,Cambodia,2015,8302.55,nat_regen_forest
Oceania,KIR,Kiribati,2015,,nat_regen_forest
North and Central America,KNA,Saint Kitts and Nevis,2015,11.0,nat_regen_forest
Asia,KOR,Republic of Korea,2015,4056.0,nat_regen_forest
Asia,KWT,Kuwait,2015,0.0,nat_regen_forest
Asia,LAO,Lao People's Democratic Republic,2015,13231.44,nat_regen_forest
Asia,LBN,Lebanon,2015,140.0,nat_regen_forest
Africa,LBR,Liberia,2015,6836.57,nat_regen_forest
Africa,LBY,Libya,2015,135.64,nat_regen_forest
North and Central America,LCA,Saint Lucia,2015,32.06,nat_regen_forest
Europe,LIE,Liechtenstein,2015,5.55,nat_regen_forest
Asia,LKA,Sri Lanka,2015,1912.98,nat_regen_forest
Africa,LSO,Lesotho,2015,25.85,nat_regen_forest
Europe,LTU,Lithuania,2015,1601.98,nat_regen_forest
Europe,LUX,Luxembourg,2015,58.7,nat_regen_forest
Europe,LVA,Latvia,2015,2978.75,nat_regen_forest
North and Central America,MAF,Saint Martin (French Part),2015,1.24,nat_regen_forest
Africa,MAR,Morocco,2015,5140.8,nat_regen_forest
Europe,MCO,Monaco,2015,0.0,nat_regen_forest
Europe,MDA,Republic of Moldova,2015,167.7,nat_regen_forest
Africa,MDG,Madagascar,2015,10879.98,nat_regen_forest
Asia,MDV,Maldives,2015,3.72,nat_regen_forest
North and Central America,MEX,Mexico,2015,67442.09,nat_regen_forest
Oceania,MHL,Marshall Islands,2015,6.27,nat_regen_forest
Europe,MKD,North Macedonia,2015,,nat_regen_forest
Africa,MLI,Mali,2015,11071.98,nat_regen_forest
Europe,MLT,Malta,2015,0.35,nat_regen_forest
Asia,MMR,Myanmar,2015,28848.6,nat_regen_forest
Europe,MNE,Montenegro,2015,819.0,nat_regen_forest
Asia,MNG,Mongolia,2015,14176.91,nat_regen_forest
Oceania,MNP,Northern Mariana Islands,2015,24.36,nat_regen_forest
Africa,MOZ,Mozambique,2015,34847.2,nat_regen_forest
Africa,MRT,Mauritania,2015,676.64,nat_regen_forest
North and Central America,MSR,Montserrat,2015,2.42,nat_regen_forest
North and Central America,MTQ,Martinique,2015,48.59,nat_regen_forest
Africa,MUS,Mauritius,2015,20.3,nat_regen_forest
Africa,MWI,Malawi,2015,2365.5,nat_regen_forest
Asia,MYS,Malaysia,2015,17756.22,nat_regen_forest
Africa,MYT,Mayotte,2015,9.55,nat_regen_forest
Africa,NAM,Namibia,2015,8049.41,nat_regen_forest
Oceania,NCL,New Caledonia,2015,887.31,nat_regen_forest
Africa,NER,Niger,2015,1031.8,nat_regen_forest
Oceania,NFK,Norfolk Island,2015,0.44,nat_regen_forest
Africa,NGA,Nigeria,2015,16039.68,nat_regen_forest
North and Central America,NIC,Nicaragua,2015,4937.4,nat_regen_forest
Oceania,NIU,Niue,2015,18.82,nat_regen_forest
Europe,NLD,Netherlands (Kingdom of the),2015,39.93,nat_regen_forest
Europe,NOR,Norway,2015,12019.78,nat_regen_forest
Asia,NPL,Nepal,2015,5730.15,nat_regen_forest
Oceania,NRU,Nauru,2015,0.0,nat_regen_forest
Oceania,NZL,New Zealand,2015,7821.51,nat_regen_forest
Asia,OMN,Oman,2015,1.57,nat_regen_forest
Asia,PAK,Pakistan,2015,2925.81,nat_regen_forest
North and Central America,PAN,Panama,2015,4583.38,nat_regen_forest
Oceania,PCN,Pitcairn,2015,,nat_regen_forest
South America,PER,Peru,2015,69425.8,nat_regen_forest
Asia,PHL,Philippines,2015,6648.62,nat_regen_forest
Oceania,PLW,Palau,2015,20.49,nat_regen_forest
Oceania,PNG,Papua New Guinea,2015,34104.0,nat_regen_forest
Europe,POL,Poland,2015,2072.4,nat_regen_forest
North and Central America,PRI,Puerto Rico,2015,488.18,nat_regen_forest
Asia,PRK,Democratic People's Republic of Korea,2015,6151.05,nat_regen_forest
Europe,PRT,Portugal,2015,852.12,nat_regen_forest
South America,PRY,Paraguay,2015,16369.67,nat_regen_forest
Asia,PSE,Palestine,2015,9.29,nat_regen_forest
Oceania,PYF,French Polynesia,2015,140.0,nat_regen_forest
Asia,QAT,Qatar,2015,1.33,nat_regen_forest
Africa,REU,Réunion,2015,70.67,nat_regen_forest
Europe,ROU,Romania,2015,5944.47,nat_regen_forest
Europe,RUS,Russian Federation,2015,802757.55,nat_regen_forest
Africa,RWA,Rwanda,2015,171.89,nat_regen_forest
Asia,SAU,Saudi Arabia,2015,2699.96,nat_regen_forest
Africa,SDN,Sudan,2015,23591.55,nat_regen_forest
Africa,SEN,Senegal,2015,8777.8,nat_regen_forest
Asia,SGP,Singapore,2015,16.47,nat_regen_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2015,2.02,nat_regen_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2015,0.0,nat_regen_forest
Oceania,SLB,Solomon Islands,2015,2496.09,nat_regen_forest
Africa,SLE,Sierra Leone,2015,2615.58,nat_regen_forest
North and Central America,SLV,El Salvador,2015,667.91,nat_regen_forest
Europe,SMR,San Marino,2015,1.0,nat_regen_forest
Africa,SOM,Somalia,2015,5975.0,nat_regen_forest
North and Central America,SPM,Saint Pierre and Miquelon,2015,1.33,nat_regen_forest
Europe,SRB,Serbia,2015,2878.97,nat_regen_forest
Africa,SSD,South Sudan,2015,6441.3,nat_regen_forest
Africa,STP,Sao Tome and Principe,2015,55.03,nat_regen_forest
South America,SUR,Suriname,2015,14824.46,nat_regen_forest
Europe,SVK,Slovakia,2015,1174.91,nat_regen_forest
Europe,SVN,Slovenia,2015,1182.27,nat_regen_forest
Europe,SWE,Sweden,2015,19792.0,nat_regen_forest
Africa,SWZ,Eswatini,2015,302.86,nat_regen_forest
North and Central America,SXM,Sint Maarten (Dutch part),2015,0.3,nat_regen_forest
Africa,SYC,Seychelles,2015,23.8,nat_regen_forest
Asia,SYR,Syrian Arab Republic,2015,232.84,nat_regen_forest
North and Central America,TCA,Turks and Caicos Islands,2015,10.52,nat_regen_forest
Africa,TCD,Chad,2015,4872.44,nat_regen_forest
Africa,TGO,Togo,2015,1170.08,nat_regen_forest
Asia,THA,Thailand,2015,16358.0,nat_regen_forest
Asia,TJK,Tajikistan,2015,305.38,nat_regen_forest
Oceania,TKL,Tokelau,2015,0.0,nat_regen_forest
Asia,TKM,Turkmenistan,2015,2180.0,nat_regen_forest
Asia,TLS,Timor-Leste,2015,1053.84,nat_regen_forest
Oceania,TON,Tonga,2015,8.23,nat_regen_forest
North and Central America,TTO,Trinidad and Tobago,2015,186.27,nat_regen_forest
Africa,TUN,Tunisia,2015,546.27,nat_regen_forest
Asia,TUR,Türkiye,2015,20932.19,nat_regen_forest
Oceania,TUV,Tuvalu,2015,1.03,nat_regen_forest
Africa,TZA,United Republic of Tanzania,2015,47536.97,nat_regen_forest
Africa,UGA,Uganda,2015,2232.68,nat_regen_forest
Europe,UKR,Ukraine,2015,4828.0,nat_regen_forest
South America,URY,Uruguay,2015,839.0,nat_regen_forest
North and Central America,USA,United States of America,2015,283731.0,nat_regen_forest
Asia,UZB,Uzbekistan,2015,1393.4,nat_regen_forest
Europe,VAT,Holy See,2015,0.0,nat_regen_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2015,28.14,nat_regen_forest
South America,VEN,Venezuela (Bolivarian Republic of),2015,46865.5,nat_regen_forest
North and Central America,VGB,British Virgin Islands,2015,9.96,nat_regen_forest
North and Central America,VIR,United States Virgin Islands,2015,19.16,nat_regen_forest
Asia,VNM,Viet Nam,2015,10869.49,nat_regen_forest
Oceania,VUT,Vanuatu,2015,912.65,nat_regen_forest
Oceania,WLF,Wallis and Futuna Islands,2015,9.51,nat_regen_forest
Oceania,WSM,Samoa,2015,117.1,nat_regen_forest
Asia,YEM,Yemen,2015,384.3,nat_regen_forest
Africa,ZAF,South Africa,2015,19727.69,nat_regen_forest
Africa,ZMB,Zambia,2015,45700.83,nat_regen_forest
Africa,ZWE,Zimbabwe,2015,13969.41,nat_regen_forest
North and Central America,ABW,Aruba,2020,0.49,nat_regen_forest
Asia,AFG,Afghanistan,2020,1209.44,nat_regen_forest
Africa,AGO,Angola,2020,65754.59,nat_regen_forest
North and Central America,AIA,Anguilla,2020,,nat_regen_forest
Europe,ALB,Albania,2020,,nat_regen_forest
Europe,AND,Andorra,2020,18.16,nat_regen_forest
Asia,ARE,United Arab Emirates,2020,310.97,nat_regen_forest
South America,ARG,Argentina,2020,46194.59,nat_regen_forest
Asia,ARM,Armenia,2020,133.48,nat_regen_forest
Oceania,ASM,American Samoa,2020,15.85,nat_regen_forest
North and Central America,ATG,Antigua and Barbuda,2020,8.12,nat_regen_forest
Oceania,AUS,Australia,2020,131204.22,nat_regen_forest
Europe,AUT,Austria,2020,2557.47,nat_regen_forest
Asia,AZE,Azerbaijan,2020,857.5,nat_regen_forest
Africa,BDI,Burundi,2020,166.67,nat_regen_forest
Europe,BEL,Belgium,2020,243.3,nat_regen_forest
Africa,BEN,Benin,2020,3278.01,nat_regen_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2020,4.21,nat_regen_forest
Africa,BFA,Burkina Faso,2020,3831.08,nat_regen_forest
Asia,BGD,Bangladesh,2020,1634.25,nat_regen_forest
Europe,BGR,Bulgaria,2020,3117.0,nat_regen_forest
Asia,BHR,Bahrain,2020,0.06,nat_regen_forest
North and Central America,BHS,Bahamas,2020,509.86,nat_regen_forest
Europe,BIH,Bosnia and Herzegovina,2020,2043.77,nat_regen_forest
North and Central America,BLM,Saint Barthélemy,2020,0.17,nat_regen_forest
Europe,BLR,Belarus,2020,6611.06,nat_regen_forest
North and Central America,BLZ,Belize,2020,1351.41,nat_regen_forest
North and Central America,BMU,Bermuda,2020,,nat_regen_forest
South America,BOL,Bolivia (Plurinational State of),2020,55474.28,nat_regen_forest
South America,BRA,Brazil,2020,492741.15,nat_regen_forest
North and Central America,BRB,Barbados,2020,6.3,nat_regen_forest
Asia,BRN,Brunei Darussalam,2020,374.47,nat_regen_forest
Asia,BTN,Bhutan,2020,2696.78,nat_regen_forest
Africa,BWA,Botswana,2020,15730.2,nat_regen_forest
Africa,CAF,Central African Republic,2020,45323.86,nat_regen_forest
North and Central America,CAN,Canada,2020,350425.57,nat_regen_forest
Europe,CHE,Switzerland,2020,1099.45,nat_regen_forest
South America,CHL,Chile,2020,15019.82,nat_regen_forest
Asia,CHN,China,2020,131050.0,nat_regen_forest
Africa,CIV,Côte d'Ivoire,2020,3332.53,nat_regen_forest
Africa,CMR,Cameroon,2020,19606.9,nat_regen_forest
Africa,COD,Democratic Republic of the Congo,2020,140484.15,nat_regen_forest
Africa,COG,Congo,2020,21724.7,nat_regen_forest
Oceania,COK,Cook Islands,2020,14.4,nat_regen_forest
South America,COL,Colombia,2020,59582.85,nat_regen_forest
Africa,COM,Comoros,2020,31.61,nat_regen_forest
Africa,CPV,Cabo Verde,2020,13.68,nat_regen_forest
North and Central America,CRI,Costa Rica,2020,2912.32,nat_regen_forest
North and Central America,CUB,Cuba,2020,2961.37,nat_regen_forest
North and Central America,CUW,Curaçao,2020,0.07,nat_regen_forest
North and Central America,CYM,Cayman Islands,2020,12.72,nat_regen_forest
Asia,CYP,Cyprus,2020,139.67,nat_regen_forest
Europe,CZE,Czechia,2020,459.44,nat_regen_forest
Europe,DEU,Germany,2020,5728.7,nat_regen_forest
Africa,DJI,Djibouti,2020,5.6,nat_regen_forest
North and Central America,DMA,Dominica,2020,57.57,nat_regen_forest
Europe,DNK,Denmark,2020,205.25,nat_regen_forest
North and Central America,DOM,Dominican Republic,2020,2015.07,nat_regen_forest
Africa,DZA,Algeria,2020,1425.22,nat_regen_forest
South America,ECU,Ecuador,2020,12340.17,nat_regen_forest
Africa,EGY,Egypt,2020,0.7,nat_regen_forest
Africa,ERI,Eritrea,2020,1461.94,nat_regen_forest
Africa,ESH,Western Sahara,2020,533.21,nat_regen_forest
Europe,ESP,Spain,2020,16179.55,nat_regen_forest
Europe,EST,Estonia,2020,2212.76,nat_regen_forest
Africa,ETH,Ethiopia,2020,25901.0,nat_regen_forest
Europe,FIN,Finland,2020,14707.05,nat_regen_forest
Oceania,FJI,Fiji,2020,906.54,nat_regen_forest
South America,FLK,Falkland Islands (Malvinas),2020,0.0,nat_regen_forest
Europe,FRA,France,2020,15054.0,nat_regen_forest
Europe,FRO,Faroe Islands,2020,0.0,nat_regen_forest
Oceania,FSM,Micronesia (Federated States of),2020,50.21,nat_regen_forest
Africa,GAB,Gabon,2020,23541.09,nat_regen_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2020,344.0,nat_regen_forest
Asia,GEO,Georgia,2020,3053.99,nat_regen_forest
Europe,GGY,Guernsey,2020,0.2,nat_regen_forest
Africa,GHA,Ghana,2020,6604.6,nat_regen_forest
Europe,GIB,Gibraltar,2020,0.0,nat_regen_forest
Africa,GIN,Guinea,2020,5085.85,nat_regen_forest
North and Central America,GLP,Guadeloupe,2020,73.75,nat_regen_forest
Africa,GMB,Gambia,2020,240.36,nat_regen_forest
Africa,GNB,Guinea-Bissau,2020,2120.78,nat_regen_forest
Africa,GNQ,Equatorial Guinea,2020,2448.42,nat_regen_forest
Europe,GRC,Greece,2020,4592.67,nat_regen_forest
North and Central America,GRD,Grenada,2020,17.49,nat_regen_forest
North and Central America,GRL,Greenland,2020,0.0,nat_regen_forest
North and Central America,GTM,Guatemala,2020,3421.52,nat_regen_forest
South America,GUF,French Guiana,2020,8002.05,nat_regen_forest
Oceania,GUM,Guam,2020,28.27,nat_regen_forest
South America,GUY,Guyana,2020,18415.34,nat_regen_forest
North and Central America,HND,Honduras,2020,6086.66,nat_regen_forest
Europe,HRV,Croatia,2020,1864.92,nat_regen_forest
North and Central America,HTI,Haiti,2020,365.1,nat_regen_forest
Europe,HUN,Hungary,2020,1276.16,nat_regen_forest
Asia,IDN,Indonesia,2020,90112.2,nat_regen_forest
Europe,IMN,Isle of Man,2020,0.17,nat_regen_forest
Asia,IND,India,2020,59044.02,nat_regen_forest
Europe,IRL,Ireland,2020,112.06,nat_regen_forest
Asia,IRN,Iran (Islamic Republic of),2020,9192.11,nat_regen_forest
Asia,IRQ,Iraq,2020,710.55,nat_regen_forest
Europe,ISL,Iceland,2020,11.79,nat_regen_forest
Asia,ISR,Israel,2020,55.0,nat_regen_forest
Europe,ITA,Italy,2020,8728.07,nat_regen_forest
North and Central America,JAM,Jamaica,2020,588.51,nat_regen_forest
Europe,JEY,Jersey,2020,,nat_regen_forest
Asia,JOR,Jordan,2020,40.86,nat_regen_forest
Asia,JPN,Japan,2020,14799.0,nat_regen_forest
Asia,KAZ,Kazakhstan,2020,3028.6,nat_regen_forest
Africa,KEN,Kenya,2020,3438.76,nat_regen_forest
Asia,KGZ,Kyrgyzstan,2020,1169.53,nat_regen_forest
Asia,KHM,Cambodia,2020,7316.22,nat_regen_forest
Oceania,KIR,Kiribati,2020,,nat_regen_forest
North and Central America,KNA,Saint Kitts and Nevis,2020,11.0,nat_regen_forest
Asia,KOR,Republic of Korea,2020,4031.0,nat_regen_forest
Asia,KWT,Kuwait,2020,0.0,nat_regen_forest
Asia,LAO,Lao People's Democratic Republic,2020,12971.79,nat_regen_forest
Asia,LBN,Lebanon,2020,140.49,nat_regen_forest
Africa,LBR,Liberia,2020,6329.42,nat_regen_forest
Africa,LBY,Libya,2020,134.55,nat_regen_forest
North and Central America,LCA,Saint Lucia,2020,32.59,nat_regen_forest
Europe,LIE,Liechtenstein,2020,5.55,nat_regen_forest
Asia,LKA,Sri Lanka,2020,1908.98,nat_regen_forest
Africa,LSO,Lesotho,2020,25.85,nat_regen_forest
Europe,LTU,Lithuania,2020,1616.41,nat_regen_forest
Europe,LUX,Luxembourg,2020,58.7,nat_regen_forest
Europe,LVA,Latvia,2020,2892.1,nat_regen_forest
North and Central America,MAF,Saint Martin (French Part),2020,1.24,nat_regen_forest
Africa,MAR,Morocco,2020,5119.28,nat_regen_forest
Europe,MCO,Monaco,2020,0.0,nat_regen_forest
Europe,MDA,Republic of Moldova,2020,162.0,nat_regen_forest
Africa,MDG,Madagascar,2020,10292.2,nat_regen_forest
Asia,MDV,Maldives,2020,3.72,nat_regen_forest
North and Central America,MEX,Mexico,2020,66786.73,nat_regen_forest
Oceania,MHL,Marshall Islands,2020,6.63,nat_regen_forest
Europe,MKD,North Macedonia,2020,,nat_regen_forest
Africa,MLI,Mali,2020,10491.01,nat_regen_forest
Europe,MLT,Malta,2020,0.35,nat_regen_forest
Asia,MMR,Myanmar,2020,27244.73,nat_regen_forest
Europe,MNE,Montenegro,2020,819.0,nat_regen_forest
Asia,MNG,Mongolia,2020,14170.42,nat_regen_forest
Oceania,MNP,Northern Mariana Islands,2020,24.36,nat_regen_forest
Africa,MOZ,Mozambique,2020,33503.77,nat_regen_forest
Africa,MRT,Mauritania,2020,646.06,nat_regen_forest
North and Central America,MSR,Montserrat,2020,2.42,nat_regen_forest
North and Central America,MTQ,Martinique,2020,49.59,nat_regen_forest
Africa,MUS,Mauritius,2020,20.3,nat_regen_forest
Africa,MWI,Malawi,2020,2166.0,nat_regen_forest
Asia,MYS,Malaysia,2020,17115.84,nat_regen_forest
Africa,MYT,Mayotte,2020,9.17,nat_regen_forest
Africa,NAM,Namibia,2020,8046.18,nat_regen_forest
Oceania,NCL,New Caledonia,2020,887.31,nat_regen_forest
Africa,NER,Niger,2020,957.2,nat_regen_forest
Oceania,NFK,Norfolk Island,2020,0.44,nat_regen_forest
Africa,NGA,Nigeria,2020,15255.84,nat_regen_forest
North and Central America,NIC,Nicaragua,2020,4793.2,nat_regen_forest
Oceania,NIU,Niue,2020,18.87,nat_regen_forest
Europe,NLD,Netherlands (Kingdom of the),2020,42.25,nat_regen_forest
Europe,NOR,Norway,2020,12007.7,nat_regen_forest
Asia,NPL,Nepal,2020,5813.34,nat_regen_forest
Oceania,NRU,Nauru,2020,0.0,nat_regen_forest
Oceania,NZL,New Zealand,2020,7842.29,nat_regen_forest
Asia,OMN,Oman,2020,1.57,nat_regen_forest
Asia,PAK,Pakistan,2020,2970.73,nat_regen_forest
North and Central America,PAN,Panama,2020,4563.99,nat_regen_forest
Oceania,PCN,Pitcairn,2020,,nat_regen_forest
South America,PER,Peru,2020,68496.56,nat_regen_forest
Asia,PHL,Philippines,2020,6687.56,nat_regen_forest
Oceania,PLW,Palau,2020,20.71,nat_regen_forest
Oceania,PNG,Papua New Guinea,2020,33993.93,nat_regen_forest
Europe,POL,Poland,2020,2082.1,nat_regen_forest
North and Central America,PRI,Puerto Rico,2020,462.11,nat_regen_forest
Asia,PRK,Democratic People's Republic of Korea,2020,6141.15,nat_regen_forest
Europe,PRT,Portugal,2020,863.36,nat_regen_forest
South America,PRY,Paraguay,2020,15063.81,nat_regen_forest
Asia,PSE,Palestine,2020,9.76,nat_regen_forest
Oceania,PYF,French Polynesia,2020,140.0,nat_regen_forest
Asia,QAT,Qatar,2020,1.33,nat_regen_forest
Africa,REU,Réunion,2020,71.69,nat_regen_forest
Europe,ROU,Romania,2020,6033.98,nat_regen_forest
Europe,RUS,Russian Federation,2020,807809.2,nat_regen_forest
Africa,RWA,Rwanda,2020,204.58,nat_regen_forest
Asia,SAU,Saudi Arabia,2020,2699.96,nat_regen_forest
Africa,SDN,Sudan,2020,22720.85,nat_regen_forest
Africa,SEN,Senegal,2020,8688.41,nat_regen_forest
Asia,SGP,Singapore,2020,15.8,nat_regen_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2020,2.02,nat_regen_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2020,0.0,nat_regen_forest
Oceania,SLB,Solomon Islands,2020,2492.37,nat_regen_forest
Africa,SLE,Sierra Leone,2020,2513.59,nat_regen_forest
North and Central America,SLV,El Salvador,2020,671.93,nat_regen_forest
Europe,SMR,San Marino,2020,1.0,nat_regen_forest
Africa,SOM,Somalia,2020,5205.5,nat_regen_forest
North and Central America,SPM,Saint Pierre and Miquelon,2020,1.21,nat_regen_forest
Europe,SRB,Serbia,2020,3065.04,nat_regen_forest
Africa,SSD,South Sudan,2020,6436.5,nat_regen_forest
Africa,STP,Sao Tome and Principe,2020,55.15,nat_regen_forest
South America,SUR,Suriname,2020,14751.31,nat_regen_forest
Europe,SVK,Slovakia,2020,1158.73,nat_regen_forest
Europe,SVN,Slovenia,2020,1179.39,nat_regen_forest
Europe,SWE,Sweden,2020,19506.0,nat_regen_forest
Africa,SWZ,Eswatini,2020,295.36,nat_regen_forest
North and Central America,SXM,Sint Maarten (Dutch part),2020,0.3,nat_regen_forest
Africa,SYC,Seychelles,2020,22.72,nat_regen_forest
Asia,SYR,Syrian Arab Republic,2020,232.84,nat_regen_forest
North and Central America,TCA,Turks and Caicos Islands,2020,10.52,nat_regen_forest
Africa,TCD,Chad,2020,4231.09,nat_regen_forest
Africa,TGO,Togo,2020,1148.62,nat_regen_forest
Asia,THA,Thailand,2020,16376.56,nat_regen_forest
Asia,TJK,Tajikistan,2020,306.25,nat_regen_forest
Oceania,TKL,Tokelau,2020,0.0,nat_regen_forest
Asia,TKM,Turkmenistan,2020,2180.0,nat_regen_forest
Asia,TLS,Timor-Leste,2020,1046.84,nat_regen_forest
Oceania,TON,Tonga,2020,8.23,nat_regen_forest
North and Central America,TTO,Trinidad and Tobago,2020,184.15,nat_regen_forest
Africa,TUN,Tunisia,2020,541.52,nat_regen_forest
Asia,TUR,Türkiye,2020,21503.02,nat_regen_forest
Oceania,TUV,Tuvalu,2020,1.03,nat_regen_forest
Africa,TZA,United Republic of Tanzania,2020,45191.97,nat_regen_forest
Africa,UGA,Uganda,2020,2043.01,nat_regen_forest
Europe,UKR,Ukraine,2020,5052.0,nat_regen_forest
South America,URY,Uruguay,2020,844.92,nat_regen_forest
North and Central America,USA,United States of America,2020,281793.0,nat_regen_forest
Asia,UZB,Uzbekistan,2020,1422.98,nat_regen_forest
Europe,VAT,Holy See,2020,0.0,nat_regen_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2020,28.06,nat_regen_forest
South America,VEN,Venezuela (Bolivarian Republic of),2020,46278.56,nat_regen_forest
North and Central America,VGB,British Virgin Islands,2020,9.96,nat_regen_forest
North and Central America,VIR,United States Virgin Islands,2020,19.91,nat_regen_forest
Asia,VNM,Viet Nam,2020,10985.95,nat_regen_forest
Oceania,VUT,Vanuatu,2020,900.97,nat_regen_forest
Oceania,WLF,Wallis and Futuna Islands,2020,9.99,nat_regen_forest
Oceania,WSM,Samoa,2020,115.35,nat_regen_forest
Asia,YEM,Yemen,2020,384.3,nat_regen_forest
Africa,ZAF,South Africa,2020,20092.96,nat_regen_forest
Africa,ZMB,Zambia,2020,45305.64,nat_regen_forest
Africa,ZWE,Zimbabwe,2020,13704.08,nat_regen_forest
North and Central America,ABW,Aruba,2025,0.49,nat_regen_forest
Asia,AFG,Afghanistan,2025,1209.44,nat_regen_forest
Africa,AGO,Angola,2025,63206.69,nat_regen_forest
North and Central America,AIA,Anguilla,2025,,nat_regen_forest
Europe,ALB,Albania,2025,,nat_regen_forest
Europe,AND,Andorra,2025,18.22,nat_regen_forest
Asia,ARE,United Arab Emirates,2025,310.97,nat_regen_forest
South America,ARG,Argentina,2025,45218.0,nat_regen_forest
Asia,ARM,Armenia,2025,133.75,nat_regen_forest
Oceania,ASM,American Samoa,2025,15.85,nat_regen_forest
North and Central America,ATG,Antigua and Barbuda,2025,7.79,nat_regen_forest
Oceania,AUS,Australia,2025,131504.45,nat_regen_forest
Europe,AUT,Austria,2025,2590.8,nat_regen_forest
Asia,AZE,Azerbaijan,2025,905.63,nat_regen_forest
Africa,BDI,Burundi,2025,166.67,nat_regen_forest
Europe,BEL,Belgium,2025,243.3,nat_regen_forest
Africa,BEN,Benin,2025,3090.82,nat_regen_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2025,4.21,nat_regen_forest
Africa,BFA,Burkina Faso,2025,3233.63,nat_regen_forest
Asia,BGD,Bangladesh,2025,1543.16,nat_regen_forest
Europe,BGR,Bulgaria,2025,3225.0,nat_regen_forest
Asia,BHR,Bahrain,2025,0.06,nat_regen_forest
North and Central America,BHS,Bahamas,2025,509.86,nat_regen_forest
Europe,BIH,Bosnia and Herzegovina,2025,2049.48,nat_regen_forest
North and Central America,BLM,Saint Barthélemy,2025,0.17,nat_regen_forest
Europe,BLR,Belarus,2025,6710.01,nat_regen_forest
North and Central America,BLZ,Belize,2025,1313.75,nat_regen_forest
North and Central America,BMU,Bermuda,2025,,nat_regen_forest
South America,BOL,Bolivia (Plurinational State of),2025,54254.02,nat_regen_forest
South America,BRA,Brazil,2025,476873.12,nat_regen_forest
North and Central America,BRB,Barbados,2025,6.3,nat_regen_forest
Asia,BRN,Brunei Darussalam,2025,374.2,nat_regen_forest
Asia,BTN,Bhutan,2025,2654.36,nat_regen_forest
Africa,BWA,Botswana,2025,15730.2,nat_regen_forest
Africa,CAF,Central African Republic,2025,45090.9,nat_regen_forest
North and Central America,CAN,Canada,2025,348111.24,nat_regen_forest
Europe,CHE,Switzerland,2025,1107.24,nat_regen_forest
South America,CHL,Chile,2025,15007.61,nat_regen_forest
Asia,CHN,China,2025,134550.0,nat_regen_forest
Africa,CIV,Côte d'Ivoire,2025,2870.83,nat_regen_forest
Africa,CMR,Cameroon,2025,19022.12,nat_regen_forest
Africa,COD,Democratic Republic of the Congo,2025,139058.13,nat_regen_forest
Africa,COG,Congo,2025,21719.7,nat_regen_forest
Oceania,COK,Cook Islands,2025,14.4,nat_regen_forest
South America,COL,Colombia,2025,58915.73,nat_regen_forest
Africa,COM,Comoros,2025,31.61,nat_regen_forest
Africa,CPV,Cabo Verde,2025,13.68,nat_regen_forest
North and Central America,CRI,Costa Rica,2025,2944.72,nat_regen_forest
North and Central America,CUB,Cuba,2025,2962.99,nat_regen_forest
North and Central America,CUW,Curaçao,2025,0.07,nat_regen_forest
North and Central America,CYM,Cayman Islands,2025,12.72,nat_regen_forest
Asia,CYP,Cyprus,2025,138.83,nat_regen_forest
Europe,CZE,Czechia,2025,466.54,nat_regen_forest
Europe,DEU,Germany,2025,5740.7,nat_regen_forest
Africa,DJI,Djibouti,2025,5.6,nat_regen_forest
North and Central America,DMA,Dominica,2025,57.35,nat_regen_forest
Europe,DNK,Denmark,2025,212.3,nat_regen_forest
North and Central America,DOM,Dominican Republic,2025,2030.65,nat_regen_forest
Africa,DZA,Algeria,2025,1418.72,nat_regen_forest
South America,ECU,Ecuador,2025,12190.17,nat_regen_forest
Africa,EGY,Egypt,2025,0.7,nat_regen_forest
Africa,ERI,Eritrea,2025,1432.06,nat_regen_forest
Africa,ESH,Western Sahara,2025,529.22,nat_regen_forest
Europe,ESP,Spain,2025,16313.61,nat_regen_forest
Europe,EST,Estonia,2025,2192.54,nat_regen_forest
Africa,ETH,Ethiopia,2025,25778.6,nat_regen_forest
Europe,FIN,Finland,2025,14707.05,nat_regen_forest
Oceania,FJI,Fiji,2025,909.19,nat_regen_forest
South America,FLK,Falkland Islands (Malvinas),2025,0.0,nat_regen_forest
Europe,FRA,France,2025,15439.0,nat_regen_forest
Europe,FRO,Faroe Islands,2025,0.0,nat_regen_forest
Oceania,FSM,Micronesia (Federated States of),2025,50.36,nat_regen_forest
Africa,GAB,Gabon,2025,23507.39,nat_regen_forest
